,tree_id,lat,lon,month_planted,year_planted,season
17727,260595,37.7207345,-122.3945208,8,2020,summer
17734,252888,37.71922015,-122.4519417,10,2017,fall
17741,22992,37.76219385,-122.4217586,4,2017,spring
17743,37948,37.75903255,-122.397268,7,1998,summer
17744,87710,37.71969334,-122.472271,1,2008,winter
17746,100031,37.79412977,-122.411377,8,2012,summer
17754,35173,37.77752531,-122.4967992,2,1998,winter
17761,87619,37.72420094,-122.4723634,1,2008,winter
17762,31908,37.74638537,-122.4713374,6,1995,summer
17766,89594,37.77755875,-122.4961984,3,2018,spring
17771,66206,37.7581592,-122.4949362,10,1990,fall
17774,43626,37.74556446,-122.4929914,7,2000,summer
17782,7814,37.78155027,-122.4221545,9,2015,fall
17786,11623,37.73310263,-122.4721418,1,2008,winter
17802,62094,37.76097182,-122.3972526,8,1985,summer
17807,90738,37.7733421,-122.5066517,4,2008,spring
17816,203913,37.75773336,-122.469011,8,1991,summer
17824,108918,37.73761333,-122.4160046,1,2015,winter
17831,259749,37.7366124,-122.3890006,10,2018,fall
17832,109224,37.76786285,-122.3940376,2,2015,winter
17835,96074,37.78059666,-122.4998992,2,2021,winter
17836,9751,37.77982678,-122.4229042,3,2006,spring
17847,2320,37.75789533,-122.4096366,11,2009,fall
17848,48729,37.7760762,-122.4119576,10,2003,fall
17851,35123,37.71768362,-122.4358682,1,1998,winter
17858,15613,37.74178582,-122.4222174,2,2004,winter
17860,51269,37.77745899,-122.4747996,8,2004,summer
17868,7953,37.79083985,-122.4242081,1,2008,winter
17882,67227,37.77346654,-122.500456,5,1992,spring
17886,42534,37.77841805,-122.4109264,6,2000,summer
17892,66159,37.73285918,-122.3943364,9,1990,fall
17893,4706,37.80320095,-122.4142091,4,2017,spring
17894,26535,37.76624081,-122.4266243,6,1997,summer
17897,90262,37.77565907,-122.4997551,4,2008,spring
17905,265311,37.75315848,-122.4818423,2,2021,winter
17907,8699,37.78179132,-122.4514638,12,1994,winter
17909,91845,37.77972373,-122.4005386,3,2007,spring
17911,51423,37.77577593,-122.3975997,10,2004,fall
17920,160917,37.71935868,-122.4346011,10,2017,fall
17931,26106,37.73390716,-122.3892927,1,2000,winter
17933,116464,37.75188704,-122.464351,4,2016,spring
17938,236136,37.77504873,-122.4208327,5,2014,spring
17940,29174,37.75130663,-122.4989724,3,2006,spring
17944,45090,37.75211435,-122.4842305,5,2001,spring
17945,7846,37.78245712,-122.42252,5,1997,spring
17946,6625,37.7410758,-122.3852945,11,1998,fall
17950,22491,37.72058224,-122.3966589,2,2014,winter
17952,80868,37.72613475,-122.431477,6,2008,summer
17954,90443,37.7717041,-122.4203899,4,2008,spring
17962,10256,37.77289732,-122.4247958,6,1998,summer
17966,160859,37.71858546,-122.4319161,10,2017,fall
17967,104072,37.79919743,-122.430779,8,2013,summer
17969,34596,37.78928247,-122.4471023,7,1997,summer
17973,44395,37.71209073,-122.4358698,3,2001,spring
17976,46949,37.75811133,-122.5024502,5,2002,spring
17981,56426,37.78256884,-122.477313,8,1973,summer
17999,30060,37.71247053,-122.4674296,3,2007,spring
18001,103771,37.78846196,-122.4200998,11,2009,fall
18003,101342,37.80375857,-122.4136886,11,1993,fall
18008,30825,37.73270742,-122.4361559,2,1995,winter
18013,254648,37.72681505,-122.4277084,3,2018,spring
18020,89519,37.77754397,-122.4999439,3,2008,spring
18024,100229,37.77539912,-122.4995257,5,2016,spring
18028,66853,37.79424631,-122.4146075,11,1991,fall
18037,33790,37.79186106,-122.394982,1,2015,winter
18038,69895,37.74210047,-122.4118085,3,2003,spring
18039,56347,37.77307517,-122.4843294,3,2018,spring
18040,58372,37.7591605,-122.3972759,8,1985,summer
18042,25963,37.74037605,-122.4006708,4,1997,spring
18055,86811,37.74111833,-122.3902157,10,2012,fall
18067,61550,37.75568431,-122.398695,8,1984,summer
18068,108410,37.78119853,-122.415497,12,2015,winter
18069,92851,37.79102417,-122.4454217,12,2009,winter
18070,26396,37.76506027,-122.3967933,2,1994,winter
18072,206292,37.76493269,-122.4578648,6,1972,summer
18075,51342,37.7929756,-122.4300134,9,2004,fall
18079,146951,37.77784542,-122.5050746,4,2021,spring
18080,106739,37.79487711,-122.4221625,5,2014,spring
18082,85958,37.76317855,-122.4845537,12,2006,winter
18085,108636,37.73313968,-122.439126,12,2014,winter
18086,25892,37.79928175,-122.3975678,10,1995,fall
18103,52852,37.78604364,-122.3940651,6,2006,summer
18108,26022,37.80266991,-122.4009854,12,2000,winter
18116,17016,37.7733462,-122.4362905,10,2014,fall
18123,106757,37.71881299,-122.3959443,6,2014,summer
18136,5838,37.78283402,-122.421837,12,1997,winter
18139,30547,37.70994004,-122.4012607,1,1995,winter
18144,22835,37.74326007,-122.4441185,3,1994,spring
18146,266550,37.79244696,-122.3973231,10,2021,fall
18148,112727,37.7945445,-122.4186234,7,2014,summer
18154,64537,37.73306122,-122.3874674,7,1988,summer
18156,47878,37.78643705,-122.4766769,6,2002,summer
18160,25667,37.79889163,-122.3970959,12,2000,winter
18162,14725,37.77764688,-122.4384474,5,1992,spring
18165,30434,37.80105228,-122.4047918,5,1956,spring
18172,84895,37.74590571,-122.4197376,3,2007,spring
18176,10232,37.77302061,-122.422717,5,2002,spring
18179,87369,37.74311475,-122.4763955,4,2008,spring
18180,108059,37.78767885,-122.392698,11,2014,fall
18184,92447,37.75505404,-122.5056286,7,2009,summer
18196,18867,37.79026901,-122.4300403,9,2014,fall
18198,84804,37.79459025,-122.4013584,3,2007,spring
18202,34587,37.79128402,-122.4462496,7,1997,summer
18205,69396,37.71067947,-122.4363678,5,1994,spring
18216,254486,37.78604458,-122.4415595,2,2018,winter
18220,100322,37.79500349,-122.4222599,9,2013,fall
18221,221499,37.76081274,-122.4237278,2,2015,winter
18224,261546,37.75059118,-122.493486,1,2020,winter
18227,264994,37.76399122,-122.46546,12,2020,winter
18228,40160,37.79369822,-122.43886,11,2007,fall
18231,256676,37.75709363,-122.4475498,3,2019,spring
18232,11736,37.72157896,-122.4724557,9,2014,fall
18235,43848,37.73786035,-122.4935425,7,2000,summer
18239,40109,37.78535209,-122.4007321,3,1999,spring
18240,5901,37.78071127,-122.4388326,2,2005,winter
18241,222847,37.76442765,-122.415336,12,2021,winter
18242,56080,37.77475681,-122.5080735,2,2011,winter
18249,255386,37.71664533,-122.4428592,11,2018,fall
18251,27469,37.74883265,-122.3872866,12,1999,winter
18255,82979,37.72001033,-122.3914402,7,2009,summer
18260,14887,37.74292024,-122.3835967,3,2006,spring
18262,31107,37.72881994,-122.4466252,3,1995,spring
18264,265145,37.77324301,-122.4519838,1,2021,winter
18273,34940,37.72396751,-122.4152828,11,1997,fall
18280,24858,37.72981276,-122.404582,11,2001,fall
18281,56642,37.78775156,-122.452069,3,1981,spring
18284,37080,37.76366931,-122.5050065,6,1998,summer
18289,161215,37.72151476,-122.4282901,10,2019,fall
18291,106337,37.7439904,-122.4330546,4,2014,spring
18292,37982,37.75952974,-122.3951685,7,1998,summer
18295,89103,37.77618062,-122.4770175,3,2008,spring
18298,63906,37.78662898,-122.4799177,7,1987,summer
18307,23425,37.79354139,-122.4231444,5,2002,spring
18308,245863,37.77282423,-122.4253288,6,2018,summer
18313,161140,37.72268461,-122.4353467,10,2019,fall
18314,203010,37.74344299,-122.3826721,4,2017,spring
18317,27861,37.80288457,-122.4006465,12,2000,winter
18319,68398,37.7302134,-122.436173,9,1993,fall
18325,90344,37.77668373,-122.4742918,2,2008,winter
18328,85225,37.77235095,-122.397586,7,2007,summer
18333,231007,37.76080587,-122.4120738,1,2003,winter
18338,30431,37.80438147,-122.4075946,5,1956,spring
18339,25487,37.76136893,-122.4069994,4,2013,spring
18348,31727,37.74195974,-122.4765979,7,2011,summer
18350,27808,37.79806025,-122.3963595,7,1994,summer
18354,113809,37.74976275,-122.4328242,6,2016,summer
18355,1236,37.71186996,-122.4653424,4,2008,spring
18367,217636,37.73763329,-122.4692679,9,2020,fall
18370,261097,37.72860805,-122.3994147,10,2019,fall
18373,16018,37.73158415,-122.4393604,8,1999,summer
18381,25618,37.79339808,-122.3923781,12,2000,winter
18391,5653,37.74815891,-122.4246507,5,1997,spring
18392,34597,37.78932127,-122.4471168,7,1997,summer
18395,248944,37.7396845,-122.3858514,4,2017,spring
18398,91649,37.75325079,-122.4162776,3,2007,spring
18400,12564,37.78662092,-122.4627541,12,2015,winter
18401,34578,37.78910787,-122.4473711,12,2012,winter
18403,256614,37.75969934,-122.4876722,10,2018,fall
18404,45494,37.73224925,-122.4769976,7,2001,summer
18405,40195,37.77841309,-122.5008192,4,1999,spring
18414,81679,37.73884884,-122.4879358,7,2009,summer
18425,108501,37.76526644,-122.4718395,12,2014,winter
18429,47419,37.77531221,-122.4962971,5,2002,spring
18433,87179,37.746399,-122.4863935,1,2008,winter
18443,68325,37.7838605,-122.4201233,8,1993,summer
18445,16904,37.77458899,-122.4265305,11,2019,fall
18446,55489,37.77525194,-122.4328438,11,1972,fall
18447,9390,37.73924518,-122.438043,6,1992,summer
18454,66052,37.80281284,-122.4426192,7,1990,summer
18456,26296,37.72521042,-122.4429865,6,1997,summer
18458,14843,37.77843939,-122.4338167,4,2011,spring
18462,40169,37.77822274,-122.4419005,4,1999,spring
18463,110677,37.79937228,-122.412426,7,2015,summer
18466,10074,37.76192771,-122.4237141,11,1990,fall
18479,29502,37.72805492,-122.3850202,2,2006,winter
18482,43770,37.78580722,-122.4787864,7,2000,summer
18484,22882,37.77234958,-122.4226496,3,1994,spring
18487,16924,37.77441569,-122.4280594,4,2005,spring
18488,253057,37.72947582,-122.3694678,7,2017,summer
18489,31147,37.73076512,-122.4490299,3,1995,spring
18490,29691,37.71112929,-122.4161919,3,2006,spring
18497,36039,37.7655083,-122.4109177,4,1998,spring
18501,89607,37.77768376,-122.4935912,3,2008,spring
18502,207894,37.74305268,-122.4714237,10,1987,fall
18504,34264,37.78613068,-122.4850875,7,1997,summer
18506,108023,37.76858986,-122.4467849,11,2014,fall
18509,88774,37.79374787,-122.4396558,2,2016,winter
18513,16305,37.73162829,-122.4524622,5,2010,spring
18515,90165,37.7769979,-122.470897,2,2008,winter
18526,65094,37.78429296,-122.4818973,6,1989,summer
18541,29392,37.71994259,-122.3921636,2,2006,winter
18543,93549,37.73541279,-122.4416757,3,2010,spring
18545,34585,37.79124375,-122.4462371,7,1997,summer
18547,90639,37.7741047,-122.4933796,4,2008,spring
18549,31721,37.74240357,-122.4766224,6,1995,summer
18550,90616,37.77428983,-122.4892486,2,2008,winter
18552,107467,37.75638354,-122.4939619,9,2014,fall
18554,147669,37.7801414,-122.4740214,6,2021,summer
18564,13648,37.7894741,-122.4009138,1,2004,winter
18566,25839,37.79965881,-122.3982907,10,1995,fall
18567,12665,37.78629724,-122.4713786,3,1993,spring
18569,94748,37.73937425,-122.4068015,10,2010,fall
18570,42596,37.79195456,-122.4249614,6,2000,summer
18579,41928,37.77865151,-122.4618876,6,2000,summer
18582,31836,37.77576656,-122.4092416,6,1995,summer
18583,93578,37.8047947,-122.4120281,5,2010,spring
18600,117242,37.77703248,-122.4272284,7,2016,summer
18602,246859,37.77303681,-122.438762,9,2014,fall
18605,34229,37.78990468,-122.4481544,6,1997,summer
18606,260870,37.784264,-122.4109273,10,2019,fall
18608,85926,37.75520744,-122.483982,12,2006,winter
18609,37863,37.72629273,-122.4272022,10,2007,fall
18611,43089,37.78366397,-122.4124584,7,2000,summer
18615,110275,37.79419188,-122.4398842,7,2016,summer
18619,127490,37.78817169,-122.4173208,6,2019,summer
18626,91608,37.7584363,-122.4169105,3,2007,spring
18631,67208,37.78736198,-122.452936,5,1992,spring
18632,10868,37.73299005,-122.3816988,9,2011,fall
18634,89398,37.77906453,-122.4667036,2,2008,winter
18644,52361,37.78692263,-122.4166685,12,2005,winter
18646,48889,37.7817322,-122.4929736,11,2002,fall
18647,80520,37.72701771,-122.3936523,9,2002,fall
18652,204048,37.72264882,-122.4519142,2,2020,winter
18665,41492,37.74376613,-122.5002758,7,2000,summer
18670,99957,37.78832134,-122.4503399,6,2012,summer
18674,61888,37.75817772,-122.482193,3,1985,spring
18675,92614,37.77606289,-122.4198502,8,2009,summer
18677,9025,37.78059187,-122.4768547,8,2015,summer
18678,41222,37.80381535,-122.4356968,11,1999,fall
18680,86127,37.75633841,-122.4819141,1,2007,winter
18681,38119,37.76377539,-122.4899545,7,1998,summer
18686,67668,37.73374133,-122.4003492,11,1992,fall
18696,33146,37.77550905,-122.4811059,11,1996,fall
18700,30778,37.77976768,-122.3945463,1,1995,winter
18701,210235,37.7593,-122.4756692,6,1983,summer
18702,52445,37.77412902,-122.4681582,12,2005,winter
18703,71784,37.72371582,-122.4344008,9,2011,fall
18705,90680,37.77377197,-122.5006129,4,2008,spring
18716,13180,37.8001942,-122.4341605,10,1993,fall
18718,25405,37.72082268,-122.4466191,6,1996,summer
18723,3841,37.736689,-122.3867791,12,1998,winter
18724,38561,37.73543204,-122.3886557,9,1998,fall
18728,24167,37.73625553,-122.3859266,1,2011,winter
18730,99921,37.79731269,-122.4152211,6,2015,summer
18732,67422,37.7781297,-122.4771522,7,1992,summer
18733,104547,37.74078213,-122.4682229,5,2015,spring
18742,99491,37.73023446,-122.4580443,1,2013,winter
18747,60868,37.72944608,-122.4378172,4,1983,spring
18755,8048,37.7789601,-122.4250781,4,2000,spring
18759,104238,37.71618613,-122.4081021,9,2013,fall
18762,37229,37.75230458,-122.492379,6,1998,summer
18763,42975,37.72843911,-122.4138583,7,2000,summer
18764,87738,37.80588231,-122.4254373,5,2008,spring
18769,27427,37.77028304,-122.4222859,3,2011,spring
18770,33973,37.78546351,-122.4434064,1,1999,winter
18772,107781,37.79891726,-122.4410089,10,2014,fall
18773,26299,37.72580676,-122.4424794,6,1997,summer
18780,42717,37.73411752,-122.3976165,6,2000,summer
18783,231847,37.76248096,-122.4364659,8,2016,summer
18784,96799,37.78054585,-122.5008019,8,2012,summer
18786,15693,37.72971994,-122.4300892,5,1995,spring
18789,53878,37.77473389,-122.4496526,8,1972,summer
18794,23183,37.78070255,-122.4203706,6,2005,summer
18796,90710,37.77349703,-122.5066155,4,2008,spring
18797,199386,37.76709264,-122.3933067,9,2018,fall
18798,39232,37.78133452,-122.4185581,12,1998,winter
18802,20201,37.78199838,-122.4340555,1,1991,winter
18811,41132,37.76958294,-122.4496969,2,2016,winter
18812,57580,37.76594542,-122.430005,10,1976,fall
18821,4661,37.80058112,-122.4104314,2,2020,winter
18823,31753,37.73838355,-122.4774385,6,1995,summer
18825,59242,37.77767004,-122.4694912,7,1980,summer
18826,29370,37.7333736,-122.4332241,7,2005,summer
18827,74114,37.77441367,-122.4429476,12,2007,winter
18830,3803,37.73572669,-122.3834181,12,2000,winter
18835,109685,37.72942197,-122.4244983,2,2015,winter
18836,147671,37.77966392,-122.4739857,6,2021,summer
18845,91337,37.74073417,-122.487602,2,2009,winter
18846,84782,37.76341315,-122.3947679,3,2007,spring
18852,23914,37.78556703,-122.4315768,1,2016,winter
18853,35218,37.78047749,-122.4032742,2,1998,winter
18856,52604,37.71734065,-122.3863976,2,2006,winter
18859,265932,37.78558385,-122.4451804,2,2018,winter
18860,94652,37.73532761,-122.4291352,2,2017,winter
18862,99439,37.718223,-122.393079,5,2012,spring
18863,91739,37.7523624,-122.4119436,3,2007,spring
18874,351,37.72327763,-122.47485,2,2008,winter
18875,18650,37.73655819,-122.3825186,11,1999,fall
18877,52804,37.75825832,-122.3956892,5,2006,spring
18881,68946,37.77337742,-122.4811148,12,1993,winter
18888,61749,37.74844348,-122.4260748,12,1984,winter
18889,1764,37.71533476,-122.3991244,12,1992,winter
18906,45048,37.75253453,-122.4837881,5,2001,spring
18934,108376,37.77665489,-122.4322065,4,2015,spring
18935,147719,37.78444846,-122.468906,1,2021,winter
18941,28483,37.72599273,-122.4645567,4,2003,spring
18943,201610,37.72860762,-122.3698975,7,2017,summer
18946,160073,37.71984388,-122.4417497,10,2017,fall
18947,26661,37.73970369,-122.384486,3,2007,spring
18955,170735,37.72706289,-122.4412421,2,2019,winter
18957,5167,37.7724063,-122.436943,5,1997,spring
18964,68740,37.70909329,-122.4344027,11,1993,fall
18970,253084,37.71322587,-122.4500992,10,2017,fall
18971,7552,37.75109486,-122.4140544,5,2007,spring
18972,144248,37.77587951,-122.5047758,1,2020,winter
18992,82790,37.75140446,-122.480643,10,2007,fall
18995,22932,37.76709713,-122.4232093,2,1994,winter
18997,29869,37.74625199,-122.3940578,9,2006,fall
18998,32968,37.75921383,-122.3941659,11,1996,fall
19000,117141,37.74161138,-122.4011549,7,2016,summer
19002,12785,37.78603243,-122.480587,4,2013,spring
19008,5882,37.78229689,-122.4261074,9,1992,fall
19009,116025,37.79696708,-122.4208788,5,2016,spring
19010,31841,37.77534837,-122.4097585,1,1999,winter
19014,254861,37.77820154,-122.4029927,3,2018,spring
19015,23951,37.79003055,-122.4329885,10,2014,fall
19017,162252,37.7226955,-122.4025891,11,2020,fall
19019,29504,37.72768006,-122.3853744,2,2006,winter
19020,86225,37.74110246,-122.4819345,12,2006,winter
19031,69332,37.76428327,-122.3977644,3,1994,spring
19036,12859,37.78576706,-122.4864411,2,2007,winter
19041,21807,37.80691155,-122.414701,3,2016,spring
19043,9702,37.77760416,-122.422764,1,1995,winter
19044,106946,37.79608193,-122.4453036,7,2014,summer
19045,43244,37.73032266,-122.4059029,8,2009,summer
19046,16114,37.73156575,-122.4436961,4,1998,spring
19047,210622,37.76246839,-122.4661097,5,2017,spring
19049,115520,37.76779574,-122.4245519,2,2016,winter
19050,54142,37.75995289,-122.4972143,6,2008,summer
19053,69038,37.75968682,-122.4971938,1,1994,winter
19059,112266,37.79333041,-122.4423564,7,2015,summer
19065,255688,37.73281024,-122.3903981,6,2018,summer
19068,22792,37.77950234,-122.4405812,6,1995,summer
19073,114558,37.79365417,-122.4258145,11,2015,fall
19075,69446,37.78082563,-122.4923904,5,1994,spring
19076,101976,37.77824223,-122.4650835,12,2012,winter
19081,2779,37.77548739,-122.4629652,2,2016,winter
19084,62413,37.77574759,-122.4725655,1,1986,winter
19091,97717,37.80569273,-122.4236481,12,2008,winter
19097,91879,37.76408047,-122.466573,1,2016,winter
19098,166623,37.75036438,-122.4371358,3,2017,spring
19100,25376,37.71352521,-122.4349308,8,1998,summer
19102,122896,37.74359318,-122.4259425,1,2017,winter
19104,29332,37.73952678,-122.4656435,1,2006,winter
19106,108913,37.73718989,-122.4219838,1,2015,winter
19112,54811,37.73312346,-122.4092327,12,2014,winter
19118,265438,37.77476813,-122.4075234,3,2021,spring
19121,43839,37.7366549,-122.4925323,7,2000,summer
19127,67366,37.774516,-122.4681886,7,1992,summer
19132,38375,37.75289716,-122.5045826,8,1998,summer
19135,29887,37.74975492,-122.4227827,9,2006,fall
19136,242845,37.74583066,-122.4267692,7,2018,summer
19137,90569,37.77478863,-122.4783563,2,2008,winter
19139,94373,37.78465102,-122.4330661,3,2013,spring
19150,12769,37.78608959,-122.4793427,9,2000,fall
19151,108056,37.78898905,-122.398293,11,2014,fall
19156,255703,37.78176178,-122.4098004,6,2018,summer
19158,115935,37.78719908,-122.4646483,3,2016,spring
19159,260181,37.77161624,-122.4221393,8,2019,summer
19169,43778,37.78486646,-122.4796368,7,2000,summer
19176,66089,37.80176855,-122.4178032,8,1990,summer
19181,42344,37.73029437,-122.4487679,6,2000,summer
19183,32640,37.75761353,-122.408138,10,1996,fall
19190,112317,37.71534533,-122.4458958,8,2015,summer
19206,67204,37.77338614,-122.4972216,5,1992,spring
19208,66340,37.75945496,-122.4898202,12,1990,winter
19211,160206,37.71460091,-122.433069,4,2021,spring
19215,41772,37.79331098,-122.4112176,6,2000,summer
19216,27799,37.72165289,-122.4722096,3,2005,spring
19218,42890,37.74088495,-122.4806903,7,2000,summer
19224,109148,37.72959146,-122.4380814,1,2015,winter
19225,56050,37.79118707,-122.4394435,3,2011,spring
19229,107610,37.74362962,-122.4666557,9,2014,fall
19234,63030,37.74043894,-122.4176828,3,2004,spring
19236,91826,37.76414983,-122.4123614,3,2007,spring
19241,30933,37.72178334,-122.4585553,3,1995,spring
19245,254858,37.77380436,-122.4428213,3,2018,spring
19256,96147,37.76585755,-122.4309489,3,2011,spring
19265,89709,37.77881469,-122.4687025,2,2008,winter
19269,217365,37.74120925,-122.4512853,10,2021,fall
19289,52836,37.79879979,-122.4000566,6,2006,summer
19291,41464,37.73318118,-122.4069933,4,2000,spring
19293,43751,37.78335867,-122.4742564,1,2015,winter
19298,33527,37.74078372,-122.4175279,11,1996,fall
19304,256906,37.734619,-122.4945191,1,2019,winter
19308,12293,37.77870205,-122.4268043,5,2002,spring
19312,49618,37.7736613,-122.4150054,5,2003,spring
19315,35926,37.79287107,-122.4390181,1,2015,winter
19319,21723,37.78617254,-122.4320384,3,1990,spring
19321,154547,37.7621974,-122.4678687,9,2021,fall
19328,262282,37.70950211,-122.4680759,6,2020,summer
19330,68930,37.77394641,-122.4669201,12,1993,winter
19332,94203,37.79870917,-122.4158916,6,2010,summer
19336,83711,37.76238874,-122.4342818,12,2005,winter
19337,176882,37.71687009,-122.4041824,2,2018,winter
19342,87147,37.77911536,-122.4089771,1,2008,winter
19346,37825,37.72019564,-122.4285176,7,1998,summer
19354,90863,37.77443832,-122.482648,2,2008,winter
19357,27588,37.73637048,-122.4086086,6,2001,summer
19358,24179,37.73426076,-122.3849093,3,1990,spring
19360,65609,37.72951046,-122.42472,2,1990,winter
19366,58274,37.71880478,-122.4348524,2,1990,winter
19379,255301,37.78777895,-122.4207993,5,2018,spring
19387,32233,37.74530454,-122.4124659,8,1995,summer
19388,29994,37.74485635,-122.4223387,3,2007,spring
19391,27132,37.73573627,-122.4001618,2,2004,winter
19392,58105,37.78411003,-122.4209028,12,1977,winter
19394,160609,37.71708888,-122.4323188,10,2017,fall
19397,65137,37.7768413,-122.4708504,6,1989,summer
19406,85447,37.76709713,-122.4232093,8,2007,summer
19408,104020,37.7882661,-122.4539472,7,2013,summer
19409,68300,37.78460461,-122.4743416,9,1993,fall
19414,25665,37.79889163,-122.3970959,12,2000,winter
19419,35237,37.80022385,-122.4190194,2,1998,winter
19423,16103,37.73157364,-122.4421914,2,2012,winter
19428,25966,37.74021007,-122.4004287,4,1997,spring
19434,92459,37.75685953,-122.5001478,7,2009,summer
19435,251270,37.8024557,-122.415539,4,2017,spring
19437,25648,37.79889163,-122.3970959,12,2000,winter
19444,145654,37.77935926,-122.4619407,3,2018,spring
19447,162332,37.71886485,-122.454022,10,2017,fall
19450,28906,37.77952853,-122.4026354,2,2014,winter
19452,48426,37.79838274,-122.4373662,7,2002,summer
19458,40663,37.7292847,-122.4209225,8,1999,summer
19468,31983,37.78395336,-122.4611894,6,1995,summer
19473,7556,37.75063941,-122.4140145,3,2005,spring
19474,32485,37.76365644,-122.4396104,10,1996,fall
19477,28348,37.74839652,-122.4123044,2,2001,winter
19495,29810,37.74391708,-122.3902499,9,2006,fall
19501,94610,37.72702022,-122.3936193,10,2010,fall
19511,110618,37.76449805,-122.4243841,4,2015,spring
19512,28108,37.73310263,-122.4721418,1,2008,winter
19521,27169,37.73612948,-122.3990509,6,1999,summer
19523,80827,37.73933347,-122.4957715,7,2009,summer
19529,35886,37.73691772,-122.4037633,4,1998,spring
19530,29195,37.75145675,-122.4956573,3,2006,spring
19532,4134,37.74821981,-122.4209677,12,2000,winter
19538,47423,37.77610314,-122.4974217,5,2002,spring
19548,96008,37.79180137,-122.4103679,9,2011,fall
19554,191764,37.76752794,-122.3937983,9,2018,fall
19555,108678,37.72702875,-122.4388345,12,2014,winter
19562,32569,37.75709346,-122.4167456,10,1996,fall
19575,34704,37.77682084,-122.5071605,7,1997,summer
19577,8713,37.7816588,-122.4525051,12,1994,winter
19584,21955,37.75818753,-122.3884923,1,1995,winter
19592,14573,37.77082242,-122.4453558,2,2016,winter
19610,29849,37.74537939,-122.3924702,9,2006,fall
19614,26183,37.76107059,-122.4351332,9,2021,fall
19615,57247,37.72451945,-122.4152873,1,1975,winter
19616,7323,37.78823973,-122.4338077,9,1989,fall
19617,29348,37.73667874,-122.4693298,1,2006,winter
19618,7405,37.77722974,-122.4070763,12,1998,winter
19619,137004,37.78836304,-122.4406149,2,2018,winter
19636,95109,37.72836914,-122.4359501,12,2010,winter
19640,94612,37.72672608,-122.3938322,10,2010,fall
19642,30876,37.76527404,-122.4654199,2,1995,winter
19652,92320,37.7364717,-122.4960085,10,2008,fall
19667,56148,37.77998933,-122.4751458,7,1973,summer
19672,95122,37.73154407,-122.4315855,12,2010,winter
19679,23567,37.80304673,-122.4250636,5,1992,spring
19681,253583,37.79149338,-122.4034843,9,2017,fall
19684,41207,37.80375371,-122.4387704,11,1999,fall
19693,69164,37.76354117,-122.5027635,1,1994,winter
19694,43785,37.78123851,-122.4804454,7,2000,summer
19697,50008,37.76127439,-122.3936013,7,2003,summer
19698,100885,37.77956188,-122.3969411,12,2017,winter
19699,1662,37.77363024,-122.4415894,3,2006,spring
19701,138181,37.78706529,-122.4301844,6,2012,summer
19708,89477,37.77788678,-122.4924546,3,2008,spring
19715,52459,37.77736123,-122.4703871,12,2005,winter
19716,193377,37.77322213,-122.4135042,10,2018,fall
19718,41228,37.80406735,-122.4351418,11,1999,fall
19719,15780,37.72068281,-122.4379387,6,2007,summer
19723,264812,37.74537995,-122.4779375,10,2020,fall
19726,83282,37.77374854,-122.4679447,8,2008,summer
19739,29061,37.77001403,-122.4117798,9,2012,fall
19742,27842,37.79748662,-122.3958332,7,1994,summer
19751,26769,37.78929233,-122.4224721,12,2001,winter
19752,15784,37.72044496,-122.4381267,12,2015,winter
19761,67608,37.78466405,-122.4851659,10,1992,fall
19764,16128,37.73145605,-122.4427679,11,1993,fall
19785,84578,37.75159443,-122.4304554,12,2012,winter
19789,10175,37.75405692,-122.4232029,3,2010,spring
19793,51131,37.77110452,-122.3993782,7,2004,summer
19794,220133,37.75733077,-122.4255466,1,1995,winter
19795,23167,37.77745421,-122.4195423,10,2018,fall
19798,87555,37.73953059,-122.38896,1,2008,winter
19800,54528,37.77526946,-122.5089068,7,1972,summer
19803,28134,37.74109626,-122.4192465,8,2016,summer
19806,28290,37.76089035,-122.4213196,5,2003,spring
19808,90581,37.77465054,-122.481393,2,2008,winter
19811,43388,37.7510931,-122.4385124,9,2006,fall
19824,64699,37.75085399,-122.4159201,10,1988,fall
19826,65419,37.79237322,-122.4072524,11,1989,fall
19829,66783,37.802353,-122.4234932,9,1991,fall
19838,108584,37.79580946,-122.4182052,3,2016,spring
19845,91874,37.7641372,-122.4652807,12,2008,winter
19848,166823,37.75476287,-122.4307776,3,2021,spring
19852,141925,37.77911392,-122.4285493,5,2013,spring
19858,100870,37.77736951,-122.459177,9,2012,fall
19864,102569,37.71815004,-122.4763865,2,2013,winter
19868,7740,37.77768373,-122.4215378,1,1995,winter
19869,68932,37.77561046,-122.4681138,12,1993,winter
19873,246115,37.76910801,-122.4469483,10,2003,fall
19874,1709,37.73377314,-122.384949,1,2006,winter
19878,58985,37.7787706,-122.4608133,4,1980,spring
19881,66984,37.77773188,-122.4596747,3,1992,spring
19882,4167,37.74779535,-122.424298,1,1993,winter
19884,256692,37.78503088,-122.4896731,11,2018,fall
19886,86329,37.74556689,-122.4823884,12,2006,winter
19891,15743,37.72545255,-122.4340986,12,2001,winter
19893,7648,37.74496443,-122.4132432,3,1999,spring
19894,117448,37.79017437,-122.4173659,6,2016,summer
19897,85811,37.77070248,-122.4173575,5,2007,spring
19899,107967,37.79208158,-122.4396314,11,2014,fall
19909,8069,37.77774334,-122.4274474,2,2005,winter
19918,111884,37.73804755,-122.3849203,6,2015,summer
19923,103754,37.77069614,-122.4149083,5,2007,spring
19927,29100,37.78416937,-122.418848,11,2005,fall
19935,12771,37.78593453,-122.4792843,7,1992,summer
